image,n_cells,particles_total,particles_on_background,particles_in_cells_total,particles_on_boundary,particles_inside_not_boundary,mean_particles_per_cell_total,mean_particles_on_boundary_per_cell,mean_particles_inside_not_boundary_per_cell,clusters_count,frac_near_boundary_le_2px,mean_distance_to_boundary_px
colonn1048.png,4.0,125.0,19.0,106.0,1.0,105.0,26.5,0.25,26.25,81.0,0.07547169811320754,18.435537338256836
colonn105.png,10.0,125.0,22.0,103.0,6.0,97.0,10.3,0.6,9.7,87.0,0.13592233009708737,12.930936813354492
colonn1052.png,1.0,125.0,109.0,16.0,16.0,0.0,16.0,16.0,0.0,104.0,1.0,0.0
colonn1054.png,25.0,125.0,18.0,107.0,6.0,101.0,4.28,0.24,4.04,108.0,0.11214953271028037,17.68243408203125
colonn1056.png,8.0,125.0,19.0,106.0,3.0,103.0,13.25,0.375,12.875,108.0,0.08490566037735849,27.185998916625977
colonn1057.png,1.0,125.0,20.0,105.0,9.0,96.0,105.0,9.0,96.0,21.0,0.12380952380952381,13.286124229431152
colonn1059.png,29.0,125.0,32.0,93.0,1.0,92.0,3.206896551724138,0.034482758620689655,3.1724137931034484,111.0,0.03225806451612903,29.3471736907959
colonn106.png,1.0,125.0,27.0,98.0,5.0,93.0,98.0,5.0,93.0,41.0,0.12244897959183673,18.083986282348633
colonn1061.png,2.0,125.0,75.0,50.0,44.0,6.0,25.0,22.0,3.0,72.0,1.0,0.14198608696460724
colonn1064.png,5.0,125.0,35.0,90.0,4.0,86.0,18.0,0.8,17.2,72.0,0.14444444444444443,12.272664070129395
colonn1065.png,38.0,125.0,16.0,109.0,1.0,108.0,2.8684210526315788,0.02631578947368421,2.8421052631578947,114.0,0.06422018348623854,17.351680755615234
colonn1067.png,11.0,125.0,21.0,104.0,3.0,101.0,9.454545454545455,0.2727272727272727,9.181818181818182,99.0,0.09615384615384616,21.23439598083496
colonn1069.png,2.0,125.0,23.0,102.0,8.0,94.0,51.0,4.0,47.0,43.0,0.19607843137254902,14.260771751403809
colonn107.png,5.0,125.0,19.0,106.0,5.0,101.0,21.2,1.0,20.2,85.0,0.11320754716981132,20.497406005859375
colonn1070.png,3.0,125.0,28.0,97.0,5.0,92.0,32.333333333333336,1.6666666666666667,30.666666666666668,57.0,0.061855670103092786,17.174034118652344
colonn1072.png,1.0,125.0,37.0,88.0,8.0,80.0,88.0,8.0,80.0,38.0,0.17045454545454544,10.85657024383545
colonn1073.png,1.0,125.0,27.0,98.0,13.0,85.0,98.0,13.0,85.0,28.0,0.25510204081632654,9.147634506225586
colonn1077.png,2.0,125.0,19.0,106.0,4.0,102.0,53.0,2.0,51.0,37.0,0.11320754716981132,15.634244918823242
colonn1078.png,8.0,125.0,19.0,106.0,6.0,100.0,13.25,0.75,12.5,93.0,0.1320754716981132,15.892170906066895
colonn1079.png,10.0,125.0,21.0,104.0,2.0,102.0,10.4,0.2,10.2,95.0,0.0673076923076923,21.34168815612793
colonn1080.png,6.0,125.0,21.0,104.0,3.0,101.0,17.333333333333332,0.5,16.833333333333332,86.0,0.08653846153846154,16.032148361206055
colonn1083.png,25.0,125.0,26.0,99.0,7.0,92.0,3.96,0.28,3.68,110.0,0.12121212121212122,19.803447723388672
colonn1089.png,1.0,125.0,35.0,90.0,6.0,84.0,90.0,6.0,84.0,36.0,0.17777777777777778,10.604329109191895
colonn109.png,47.0,125.0,16.0,109.0,4.0,105.0,2.3191489361702127,0.0851063829787234,2.234042553191489,109.0,0.07339449541284404,20.922916412353516
colonn1090.png,12.0,125.0,10.0,115.0,3.0,112.0,9.583333333333334,0.25,9.333333333333334,105.0,0.06086956521739131,23.2535457611084
colonn1091.png,16.0,125.0,24.0,101.0,9.0,92.0,6.3125,0.5625,5.75,107.0,0.1188118811881188,14.5726957321167
colonn1092.png,13.0,125.0,21.0,104.0,3.0,101.0,8.0,0.23076923076923078,7.769230769230769,94.0,0.10576923076923077,19.015153884887695
colonn1093.png,7.0,125.0,27.0,98.0,11.0,87.0,14.0,1.5714285714285714,12.428571428571429,73.0,0.23469387755102042,9.994678497314453
colonn1098.png,6.0,125.0,26.0,99.0,6.0,93.0,16.5,1.0,15.5,84.0,0.1414141414141414,15.464621543884277
colonn11.png,19.0,125.0,14.0,111.0,3.0,108.0,5.842105263157895,0.15789473684210525,5.684210526315789,111.0,0.036036036036036036,32.723880767822266
colonn110.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0
colonn1101.png,21.0,125.0,28.0,97.0,3.0,94.0,4.619047619047619,0.14285714285714285,4.476190476190476,103.0,0.08247422680412371,27.1054630279541
colonn1105.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0
colonn1106.png,4.0,125.0,24.0,101.0,5.0,96.0,25.25,1.25,24.0,62.0,0.15841584158415842,13.412402153015137
colonn1109.png,18.0,125.0,32.0,93.0,1.0,92.0,5.166666666666667,0.05555555555555555,5.111111111111111,109.0,0.03225806451612903,28.141578674316406
colonn111.png,3.0,125.0,30.0,95.0,6.0,89.0,31.666666666666668,2.0,29.666666666666668,58.0,0.21052631578947367,10.958096504211426
colonn1110.png,2.0,125.0,33.0,92.0,8.0,84.0,46.0,4.0,42.0,33.0,0.20652173913043478,8.617798805236816
colonn1111.png,1.0,125.0,25.0,100.0,1.0,99.0,100.0,1.0,99.0,49.0,0.07,22.417274475097656
colonn1112.png,7.0,125.0,19.0,106.0,6.0,100.0,15.142857142857142,0.8571428571428571,14.285714285714286,95.0,0.0660377358490566,25.215087890625
colonn1115.png,19.0,125.0,23.0,102.0,5.0,97.0,5.368421052631579,0.2631578947368421,5.105263157894737,107.0,0.12745098039215685,17.403392791748047
colonn1117.png,8.0,125.0,19.0,106.0,6.0,100.0,13.25,0.75,12.5,87.0,0.10377358490566038,17.19864273071289
colonn1118.png,27.0,125.0,17.0,108.0,7.0,101.0,4.0,0.25925925925925924,3.740740740740741,108.0,0.09259259259259259,25.340877532958984
colonn112.png,2.0,125.0,21.0,104.0,2.0,102.0,52.0,1.0,51.0,30.0,0.125,18.017663955688477
colonn1120.png,1.0,125.0,31.0,94.0,8.0,86.0,94.0,8.0,86.0,32.0,0.18085106382978725,12.166659355163574
colonn1121.png,10.0,125.0,23.0,102.0,6.0,96.0,10.2,0.6,9.6,93.0,0.0784313725490196,15.576744079589844
colonn1128.png,21.0,125.0,17.0,108.0,6.0,102.0,5.142857142857143,0.2857142857142857,4.857142857142857,100.0,0.12037037037037036,13.873026847839355
colonn1130.png,25.0,125.0,22.0,103.0,2.0,101.0,4.12,0.08,4.04,106.0,0.0970873786407767,14.082674026489258
colonn1132.png,8.0,125.0,15.0,110.0,3.0,107.0,13.75,0.375,13.375,95.0,0.1,20.7481746673584
colonn1133.png,1.0,125.0,27.0,98.0,6.0,92.0,98.0,6.0,92.0,29.0,0.16326530612244897,11.279112815856934
colonn1136.png,3.0,125.0,20.0,105.0,3.0,102.0,35.0,1.0,34.0,42.0,0.09523809523809523,16.30453109741211
colonn1137.png,8.0,125.0,22.0,103.0,2.0,101.0,12.875,0.25,12.625,81.0,0.07766990291262135,14.66844367980957
colonn1139.png,32.0,125.0,15.0,110.0,3.0,107.0,3.4375,0.09375,3.34375,117.0,0.10909090909090909,20.7562313079834
colonn1140.png,28.0,125.0,15.0,110.0,8.0,102.0,3.9285714285714284,0.2857142857142857,3.642857142857143,110.0,0.13636363636363635,15.59667682647705
colonn1141.png,22.0,125.0,32.0,93.0,7.0,86.0,4.2272727272727275,0.3181818181818182,3.909090909090909,101.0,0.1827956989247312,13.850630760192871
colonn1142.png,7.0,125.0,15.0,110.0,6.0,104.0,15.714285714285714,0.8571428571428571,14.857142857142858,77.0,0.1,15.887785911560059
colonn1143.png,19.0,125.0,21.0,104.0,7.0,97.0,5.473684210526316,0.3684210526315789,5.105263157894737,102.0,0.125,15.518108367919922
colonn1146.png,7.0,125.0,20.0,105.0,5.0,100.0,15.0,0.7142857142857143,14.285714285714286,90.0,0.11428571428571428,16.396005630493164
colonn1149.png,2.0,125.0,17.0,108.0,6.0,102.0,54.0,3.0,51.0,38.0,0.12962962962962962,16.961734771728516
colonn115.png,12.0,125.0,29.0,96.0,5.0,91.0,8.0,0.4166666666666667,7.583333333333333,110.0,0.07291666666666667,22.662065505981445
colonn1150.png,7.0,125.0,18.0,107.0,5.0,102.0,15.285714285714286,0.7142857142857143,14.571428571428571,83.0,0.14953271028037382,15.86563777923584
colonn1152.png,9.0,125.0,22.0,103.0,7.0,96.0,11.444444444444445,0.7777777777777778,10.666666666666666,93.0,0.11650485436893204,18.422780990600586
colonn1156.png,15.0,125.0,20.0,105.0,4.0,101.0,7.0,0.26666666666666666,6.733333333333333,108.0,0.08571428571428572,15.697354316711426
colonn1157.png,2.0,125.0,32.0,93.0,8.0,85.0,46.5,4.0,42.5,32.0,0.1827956989247312,10.21752643585205
colonn1158.png,8.0,125.0,18.0,107.0,4.0,103.0,13.375,0.5,12.875,93.0,0.09345794392523364,24.13088035583496
colonn1159.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0
colonn1160.png,9.0,125.0,22.0,103.0,2.0,101.0,11.444444444444445,0.2222222222222222,11.222222222222221,89.0,0.07766990291262135,17.969152450561523
colonn1161.png,31.0,125.0,19.0,106.0,1.0,105.0,3.4193548387096775,0.03225806451612903,3.3870967741935485,114.0,0.03773584905660377,24.78750228881836
colonn1162.png,31.0,125.0,26.0,99.0,5.0,94.0,3.193548387096774,0.16129032258064516,3.032258064516129,114.0,0.09090909090909091,21.50029182434082
colonn1163.png,12.0,125.0,21.0,104.0,4.0,100.0,8.666666666666666,0.3333333333333333,8.333333333333334,105.0,0.07692307692307693,20.30527114868164
colonn1165.png,19.0,125.0,23.0,102.0,8.0,94.0,5.368421052631579,0.42105263157894735,4.947368421052632,106.0,0.1568627450980392,12.39765739440918
colonn1166.png,13.0,125.0,27.0,98.0,3.0,95.0,7.538461538461538,0.23076923076923078,7.3076923076923075,109.0,0.07142857142857142,20.08763313293457
colonn1169.png,3.0,125.0,18.0,107.0,1.0,106.0,35.666666666666664,0.3333333333333333,35.333333333333336,69.0,0.06542056074766354,19.899639129638672
colonn117.png,5.0,125.0,23.0,102.0,3.0,99.0,20.4,0.6,19.8,78.0,0.06862745098039216,19.56877326965332
colonn1172.png,36.0,125.0,21.0,104.0,3.0,101.0,2.888888888888889,0.08333333333333333,2.8055555555555554,108.0,0.08653846153846154,25.432668685913086
colonn1174.png,18.0,125.0,11.0,114.0,6.0,108.0,6.333333333333333,0.3333333333333333,6.0,93.0,0.11403508771929824,15.706480979919434
colonn1176.png,2.0,125.0,26.0,99.0,6.0,93.0,49.5,3.0,46.5,38.0,0.16161616161616163,10.243703842163086
colonn1177.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0
colonn1179.png,2.0,125.0,23.0,102.0,4.0,98.0,51.0,2.0,49.0,26.0,0.14705882352941177,9.813862800598145
colonn1180.png,37.0,125.0,17.0,108.0,0.0,108.0,2.918918918918919,0.0,2.918918918918919,108.0,0.037037037037037035,20.255430221557617
colonn1181.png,15.0,125.0,20.0,105.0,3.0,102.0,7.0,0.2,6.8,104.0,0.08571428571428572,26.24042320251465
colonn1183.png,14.0,125.0,17.0,108.0,6.0,102.0,7.714285714285714,0.42857142857142855,7.285714285714286,110.0,0.08333333333333333,32.28146743774414
colonn1185.png,37.0,125.0,16.0,109.0,4.0,105.0,2.945945945945946,0.10810810810810811,2.8378378378378377,110.0,0.05504587155963303,31.38106918334961
colonn1187.png,7.0,125.0,25.0,100.0,8.0,92.0,14.285714285714286,1.1428571428571428,13.142857142857142,78.0,0.18,13.017255783081055
colonn1188.png,3.0,125.0,17.0,108.0,2.0,106.0,36.0,0.6666666666666666,35.333333333333336,51.0,0.10185185185185185,16.33269691467285
colonn1189.png,22.0,125.0,13.0,112.0,5.0,107.0,5.090909090909091,0.22727272727272727,4.863636363636363,111.0,0.08035714285714286,19.995515823364258
colonn1190.png,18.0,125.0,28.0,97.0,8.0,89.0,5.388888888888889,0.4444444444444444,4.944444444444445,109.0,0.16494845360824742,12.386101722717285
colonn1192.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0
colonn1197.png,27.0,125.0,15.0,110.0,5.0,105.0,4.074074074074074,0.18518518518518517,3.888888888888889,110.0,0.08181818181818182,23.108606338500977
colonn1198.png,20.0,125.0,18.0,107.0,7.0,100.0,5.35,0.35,5.0,105.0,0.1588785046728972,12.592633247375488
colonn1200.png,12.0,125.0,26.0,99.0,0.0,99.0,8.25,0.0,8.25,117.0,0.050505050505050504,37.37560272216797
colonn1202.png,5.0,125.0,26.0,99.0,8.0,91.0,19.8,1.6,18.2,48.0,0.1414141414141414,9.820582389831543
colonn1203.png,14.0,125.0,16.0,109.0,6.0,103.0,7.785714285714286,0.42857142857142855,7.357142857142857,106.0,0.09174311926605505,19.523916244506836
colonn1205.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0
colonn1206.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0
colonn1209.png,27.0,125.0,22.0,103.0,6.0,97.0,3.814814814814815,0.2222222222222222,3.5925925925925926,109.0,0.07766990291262135,31.006946563720703
colonn121.png,36.0,125.0,23.0,102.0,4.0,98.0,2.8333333333333335,0.1111111111111111,2.7222222222222223,118.0,0.0784313725490196,26.463184356689453
colonn1212.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,0.0,0.0
colonn1216.png,13.0,125.0,15.0,110.0,3.0,107.0,8.461538461538462,0.23076923076923078,8.23076923076923,108.0,0.045454545454545456,19.051172256469727
colonn1217.png,13.0,125.0,27.0,98.0,4.0,94.0,7.538461538461538,0.3076923076923077,7.230769230769231,102.0,0.11224489795918367,19.804548263549805
colonn1219.png,44.0,125.0,25.0,100.0,0.0,100.0,2.272727272727273,0.0,2.272727272727273,111.0,0.03,20.23761558532715
colonn122.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
colonn1220.png,6.0,125.0,16.0,109.0,4.0,105.0,18.166666666666668,0.6666666666666666,17.5,71.0,0.08256880733944955,17.668954849243164
colonn1221.png,24.0,125.0,19.0,106.0,1.0,105.0,4.416666666666667,0.041666666666666664,4.375,110.0,0.0660377358490566,21.253816604614258
colonn1224.png,2.0,125.0,31.0,94.0,11.0,83.0,47.0,5.5,41.5,30.0,0.20212765957446807,7.917047500610352
colonn1225.png,19.0,125.0,20.0,105.0,1.0,104.0,5.526315789473684,0.05263157894736842,5.473684210526316,104.0,0.05714285714285714,24.251869201660156
colonn1226.png,19.0,125.0,20.0,105.0,2.0,103.0,5.526315789473684,0.10526315789473684,5.421052631578948,105.0,0.08571428571428572,19.571395874023438
colonn1229.png,14.0,125.0,16.0,109.0,4.0,105.0,7.785714285714286,0.2857142857142857,7.5,96.0,0.10091743119266056,16.59432029724121
colonn123.png,2.0,125.0,33.0,92.0,18.0,74.0,46.0,9.0,37.0,34.0,0.3695652173913043,5.6212239265441895
colonn1232.png,21.0,125.0,26.0,99.0,1.0,98.0,4.714285714285714,0.047619047619047616,4.666666666666667,117.0,0.030303030303030304,36.7427978515625
colonn1235.png,18.0,125.0,15.0,110.0,2.0,108.0,6.111111111111111,0.1111111111111111,6.0,110.0,0.06363636363636363,22.765737533569336
colonn1236.png,20.0,125.0,16.0,109.0,5.0,104.0,5.45,0.25,5.2,102.0,0.11009174311926606,14.266997337341309
colonn1237.png,2.0,125.0,30.0,95.0,4.0,91.0,47.5,2.0,45.5,38.0,0.09473684210526316,12.639918327331543
colonn124.png,8.0,125.0,21.0,104.0,5.0,99.0,13.0,0.625,12.375,79.0,0.14423076923076922,14.62246322631836
colonn1240.png,21.0,125.0,17.0,108.0,4.0,104.0,5.142857142857143,0.19047619047619047,4.9523809523809526,105.0,0.046296296296296294,19.824018478393555
colonn1243.png,13.0,125.0,21.0,104.0,1.0,103.0,8.0,0.07692307692307693,7.923076923076923,102.0,0.038461538461538464,16.78262710571289
colonn1244.png,6.0,125.0,22.0,103.0,11.0,92.0,17.166666666666668,1.8333333333333333,15.333333333333334,77.0,0.1553398058252427,13.878500938415527
colonn1245.png,7.0,125.0,16.0,109.0,9.0,100.0,15.571428571428571,1.2857142857142858,14.285714285714286,65.0,0.1743119266055046,13.275203704833984
colonn1247.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0
colonn1248.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0
colonn1252.png,16.0,125.0,29.0,96.0,6.0,90.0,6.0,0.375,5.625,104.0,0.10416666666666667,13.362220764160156
colonn1254.png,22.0,125.0,25.0,100.0,5.0,95.0,4.545454545454546,0.22727272727272727,4.318181818181818,105.0,0.08,21.066564559936523
colonn1255.png,8.0,125.0,21.0,104.0,4.0,100.0,13.0,0.5,12.5,85.0,0.16346153846153846,17.77022933959961
colonn1256.png,7.0,125.0,22.0,103.0,5.0,98.0,14.714285714285714,0.7142857142857143,14.0,93.0,0.13592233009708737,14.700679779052734
colonn1257.png,15.0,125.0,19.0,106.0,3.0,103.0,7.066666666666666,0.2,6.866666666666666,102.0,0.08490566037735849,29.633756637573242
colonn1258.png,1.0,125.0,28.0,97.0,6.0,91.0,97.0,6.0,91.0,32.0,0.13402061855670103,13.933114051818848
colonn1260.png,8.0,125.0,21.0,104.0,1.0,103.0,13.0,0.125,12.875,93.0,0.0673076923076923,22.333580017089844
colonn1261.png,1.0,125.0,40.0,85.0,9.0,76.0,85.0,9.0,76.0,39.0,0.24705882352941178,8.450087547302246
colonn1263.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0
colonn1264.png,13.0,125.0,21.0,104.0,4.0,100.0,8.0,0.3076923076923077,7.6923076923076925,88.0,0.10576923076923077,13.806285858154297
colonn1267.png,7.0,125.0,14.0,111.0,8.0,103.0,15.857142857142858,1.1428571428571428,14.714285714285714,73.0,0.11711711711711711,12.44321060180664
colonn127.png,1.0,125.0,85.0,40.0,34.0,6.0,40.0,34.0,6.0,80.0,1.0,0.16396483778953552
colonn1270.png,9.0,125.0,22.0,103.0,3.0,100.0,11.444444444444445,0.3333333333333333,11.11111111111111,94.0,0.05825242718446602,27.084901809692383
colonn1277.png,6.0,125.0,23.0,102.0,4.0,98.0,17.0,0.6666666666666666,16.333333333333332,95.0,0.06862745098039216,22.060565948486328
colonn128.png,12.0,125.0,15.0,110.0,6.0,104.0,9.166666666666666,0.5,8.666666666666666,100.0,0.07272727272727272,26.285730361938477
colonn1285.png,18.0,125.0,28.0,97.0,2.0,95.0,5.388888888888889,0.1111111111111111,5.277777777777778,109.0,0.05154639175257732,24.425212860107422
colonn1286.png,1.0,125.0,19.0,106.0,4.0,102.0,106.0,4.0,102.0,28.0,0.10377358490566038,14.573285102844238
colonn1288.png,25.0,125.0,27.0,98.0,3.0,95.0,3.92,0.12,3.8,105.0,0.08163265306122448,20.689315795898438
colonn1289.png,42.0,125.0,16.0,109.0,0.0,109.0,2.5952380952380953,0.0,2.5952380952380953,112.0,0.03669724770642202,24.274274826049805
colonn1293.png,13.0,125.0,17.0,108.0,3.0,105.0,8.307692307692308,0.23076923076923078,8.076923076923077,83.0,0.09259259259259259,13.71738338470459
colonn1295.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0
colonn1296.png,9.0,125.0,15.0,110.0,2.0,108.0,12.222222222222221,0.2222222222222222,12.0,95.0,0.045454545454545456,27.658666610717773
colonn1299.png,1.0,125.0,40.0,85.0,5.0,80.0,85.0,5.0,80.0,40.0,0.17647058823529413,8.688985824584961
colonn13.png,1.0,125.0,113.0,12.0,12.0,0.0,12.0,12.0,0.0,107.0,1.0,0.0
colonn130.png,12.0,125.0,21.0,104.0,1.0,103.0,8.666666666666666,0.08333333333333333,8.583333333333334,100.0,0.0673076923076923,27.70908546447754
colonn1301.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0
colonn1302.png,5.0,125.0,16.0,109.0,6.0,103.0,21.8,1.2,20.6,74.0,0.11926605504587157,20.957822799682617
colonn1303.png,15.0,125.0,20.0,105.0,4.0,101.0,7.0,0.26666666666666666,6.733333333333333,103.0,0.08571428571428572,19.95992660522461
colonn1305.png,13.0,125.0,19.0,106.0,7.0,99.0,8.153846153846153,0.5384615384615384,7.615384615384615,102.0,0.16037735849056603,21.62321662902832
colonn1306.png,4.0,125.0,24.0,101.0,6.0,95.0,25.25,1.5,23.75,68.0,0.07920792079207921,17.7429141998291
colonn1310.png,19.0,125.0,20.0,105.0,1.0,104.0,5.526315789473684,0.05263157894736842,5.473684210526316,112.0,0.05714285714285714,34.511348724365234
colonn1311.png,12.0,125.0,15.0,110.0,2.0,108.0,9.166666666666666,0.16666666666666666,9.0,111.0,0.045454545454545456,30.798912048339844
colonn1312.png,12.0,125.0,24.0,101.0,5.0,96.0,8.416666666666666,0.4166666666666667,8.0,93.0,0.13861386138613863,12.470730781555176
colonn1313.png,21.0,125.0,23.0,102.0,4.0,98.0,4.857142857142857,0.19047619047619047,4.666666666666667,110.0,0.09803921568627451,19.263059616088867
colonn1315.png,11.0,125.0,19.0,106.0,4.0,102.0,9.636363636363637,0.36363636363636365,9.272727272727273,95.0,0.11320754716981132,14.805849075317383
colonn1317.png,1.0,125.0,28.0,97.0,5.0,92.0,97.0,5.0,92.0,29.0,0.13402061855670103,12.832534790039062
colonn1318.png,17.0,125.0,22.0,103.0,4.0,99.0,6.0588235294117645,0.23529411764705882,5.823529411764706,103.0,0.06796116504854369,26.904451370239258
colonn132.png,20.0,125.0,26.0,99.0,5.0,94.0,4.95,0.25,4.7,102.0,0.10101010101010101,19.595979690551758
colonn1322.png,10.0,125.0,16.0,109.0,4.0,105.0,10.9,0.4,10.5,91.0,0.07339449541284404,18.134597778320312
colonn1323.png,29.0,125.0,22.0,103.0,4.0,99.0,3.5517241379310347,0.13793103448275862,3.413793103448276,116.0,0.08737864077669903,25.14280891418457
colonn1324.png,11.0,125.0,21.0,104.0,3.0,101.0,9.454545454545455,0.2727272727272727,9.181818181818182,103.0,0.08653846153846154,15.586383819580078
colonn1325.png,5.0,125.0,14.0,111.0,5.0,106.0,22.2,1.0,21.2,37.0,0.08108108108108109,18.52212905883789
colonn1327.png,14.0,125.0,21.0,104.0,2.0,102.0,7.428571428571429,0.14285714285714285,7.285714285714286,109.0,0.04807692307692308,22.86972427368164
colonn1328.png,0.0,125.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0
colonn1334.png,23.0,125.0,27.0,98.0,3.0,95.0,4.260869565217392,0.13043478260869565,4.130434782608695,113.0,0.061224489795918366,27.361522674560547
colonn1335.png,19.0,125.0,19.0,106.0,3.0,103.0,5.578947368421052,0.15789473684210525,5.421052631578948,118.0,0.10377358490566038,20.804214477539062
colonn1336.png,4.0,125.0,21.0,104.0,8.0,96.0,26.0,2.0,24.0,33.0,0.18269230769230768,10.124384880065918
